rank	target_slug	edge_count	in_count	is_title	is_date	example_source	example_edge_type	example_target_text
768	three-husbands	1	0	0	0	florys-the-fox	SPOUSE_OF	Three husbands
769	three-sons-by-ser-theo	1	0	0	0	elinor-costayne	PARENT_OF	Three sons by Ser Theo
770	three-unknown-wives	1	0	0	0	gregor-clegane	SPOUSE_OF	Three unknown wives
771	tommen-tully-is-parent-of-samwell-rivers	1	0	0	0	samwell-rivers	PARENT_OF	Tommen Tully is parent of Samwell Rivers
772	tower-of-joy-dorne	1	0	0	0	lyanna-stark	DIED_AT	Tower of Joy, Dorne
773	tower-of-the-hand-kings-landing	1	0	0	0	tywin-lannister	DIED_AT	Tower of the Hand, King's Landing
774	tradesman-captain	1	0	0	0	moredo-prestayn	HOLDS_TITLE	Tradesman-Captain
775	truth	1	0	0	0	house-rogare	ANCESTRAL_WEAPON_OF	Truth
776	tully	1	0	0	0	battle-of-the-fords	DEFEATS	Tully
777	twenty-nine-children	1	0	0	0	jasper-wylde	PARENT_OF	Twenty-nine children
778	two-deceased-sons	1	0	0	0	rodrik-harlaw	PARENT_OF	Two deceased sons
779	two-other-children	1	0	0	0	bethany-redwyne	PARENT_OF	Two other children
780	tybolt-lannister-cerelle-reverse	1	0	0	0	cerelle-lannister-daughter-of-tybolt	PARENT_OF	Tybolt Lannister → Cerelle (cite: track_b: Father) — reverse
781	tytos-lannister-genna-reverse	1	0	0	0	genna-lannister	PARENT_OF	Tytos Lannister → Genna (cite: track_b: Father) — reverse
782	tytos-lannister-gerion-reverse	1	0	0	0	gerion-lannister	PARENT_OF	Tytos Lannister → Gerion (cite: track_b: Father) — reverse
783	tytos-lannister-kevan-lannister	1	0	0	0	kevan-lannister	PARENT_OF	Tytos Lannister → Kevan Lannister
784	tywin-lannister-as-warden-of-the-west	1	0	0	0	daven-lannister	SUCCEEDS	Tywin Lannister (cite: wiki:Daven_Lannister) — as Warden of the West
785	tywin-lannister-cersei-reverse	1	0	0	0	cersei-lannister	PARENT_OF	Tywin Lannister → Cersei (cite: track_b: Father) — reverse
786	tywin-lannister-jaime-reverse	1	0	0	0	jaime-lannister	PARENT_OF	Tywin Lannister → Jaime (cite: track_b: Father) — reverse
787	unborn-bastard	1	0	0	0	saffron	PARENT_OF	Unborn bastard
788	unidentified-god	1	0	0	0	bearded-priests	SWORN_TO	Unidentified god
789	unknown-butcher	1	0	0	0	janos-slynt	PARENT_OF	Unknown butcher
790	unknown-children	1	0	0	0	rhae-targaryen	PARENT_OF	Unknown children
791	unknown-husband	1	0	0	0	darke-seven-swords	SPOUSE_OF	Unknown husband
792	unknown-mistress	1	0	0	0	torreo-haen	LOVER_OF	Unknown mistress
793	unknown-number-of-wives	1	0	0	0	brass-seller	SPOUSE_OF	Unknown number of wives
794	unknown-wives	1	0	0	0	dhako	SPOUSE_OF	Unknown wives
795	unnamed-fortress-temple	1	0	0	0	bearded-priests	SEAT_OF	Unnamed fortress-temple
796	unnamed-hedge-knight-unhorsed-danwell-frey-at-the-tourney-on-prince-joffreys-name-day	1	0	0	0	hedge-knight	HOLDS_TITLE	unnamed hedge knight — unhorsed Danwell Frey at the tourney on Prince Joffrey's name day (source: `graph/nodes/characters/danwell-frey.node.md`)
797	unnamed-husband	1	0	0	0	drapers-wife	SPOUSE_OF	Unnamed husband
798	unnamed-messenger	1	0	0	0	house-dondarrion	FOUNDED	Unnamed messenger
799	unnamed-paramour-qualifier-secret	1	0	0	0	lewyn-martell	LOVER_OF	unnamed paramour (cite: track_b: Lover) — qualifier: secret
800	unnamed-son	1	0	0	0	maron-martell	PARENT_OF	unnamed son
801	unnamed-third-wife	1	0	0	0	victarion-greyjoy	SPOUSE_OF	unnamed third wife
802	unnamed-tower	1	0	0	0	house-baelish	SEAT_OF	Unnamed tower
803	unnamed-whore	1	0	0	0	barra	PARENT_OF	Unnamed whore
804	unresolved	1	0	0	0	siege-of-storms-end-300	DEFEATS	Unresolved
805	uthor-underleaf-hedge-knight-who-preferred-to-call-himself-a-tourney-knight	1	0	0	0	hedge-knight	HOLDS_TITLE	Uthor Underleaf — hedge knight who preferred to call himself a tourney knight (source: `graph/nodes/characters/uthor-underleaf.node.md`)
806	valaena-velaryon-visenya	1	0	0	0	visenya-targaryen	PARENT_OF	Valaena Velaryon → Visenya
807	valyria-114-bc	1	0	0	0	gaemon-targaryen-son-of-aenar	BORN_AT	Valyria, 114 BC
808	varys-kevan-lannister	1	0	0	0	kevan-lannister	KILLS	Varys → Kevan Lannister
809	vickon-greyjoy-goren-greyjoy	1	0	0	0	goren-greyjoy	PARENT_OF	Vickon Greyjoy → Goren Greyjoy
810	villages-and-fields-along-whispering-sound-are-burnt	1	0	0	0	battle-on-whispering-sound	DEFEATS	Villages and fields along Whispering Sound are burnt
811	viserys-ii-targaryen-is-parent	1	0	0	0	naerys-targaryen	PARENT_OF	Viserys II Targaryen is parent
812	warden-of-the-east-formerly	1	0	1	0	jaime-lannister	HOLDS_TITLE	Warden of the East (cite: track_b: Titles) — formerly
813	west-barracks	1	0	0	0	city-watch-of-kings-landing	SEAT_OF	West Barracks
814	westeros-276-277-ac	1	0	0	0	tyene-sand	BORN_AT	Westeros, 276–277 AC
815	wife	1	0	0	0	dywen-shell	SPOUSE_OF	Wife
816	wife-of-manfrey-martell	1	0	0	0	obella-sand	SERVES	Wife of Manfrey Martell
817	willam-stark-jocelyn-stark	1	0	0	0	willam-stark	PARENT_OF	Willam Stark → Jocelyn Stark
818	yitish-consort	1	0	0	0	khiara-the-great	SPOUSE_OF	YiTish consort
819	young-griff-aegon-targaryen	1	0	0	0	haldon	TEACHES	Young Griff / Aegon Targaryen
820	youngest-daughter	1	0	0	0	gerrick-kingsblood	PARENT_OF	Youngest daughter
821	youngest-son	1	0	0	0	lord-ryswell-nights-watch	PARENT_OF	Youngest son
822	yunkish-victory	1	0	0	0	battle-at-the-horns-of-hazzat	DEFEATS	Yunkish victory
